SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,TOTALAREA_MODE,DEF_30_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_YEAR,CODE_GENDER
345484,0,0,67500.0,625536.0,19093.5,540000.0,0.007114,-18408,365243,-4948.0,-1967,9.0,1,0,0,1,1,0,1.0,2,2,10,0,0,0,0,0,0,0.2853262281140658,0.6943473387321882,0.7662336700704004,0.0497,0.0,0,0.0,1.0
299598,0,0,135000.0,298512.0,31473.0,270000.0,0.035792,-15404,-3219,-5856.0,-4911,13.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.6804042973795009,0.4064416236078648,0.6246146584503397,0.0671,0.0,1,1.0,0.0
376998,0,0,135000.0,448056.0,21015.0,315000.0,0.032561,-8463,-131,-8253.0,-1084,64.0,1,1,0,1,0,0,1.0,1,1,12,0,0,0,0,0,0,0.5059979305057544,0.8012405493748465,0.5352762504724826,0.0921,0.0,0,1.0,1.0
409567,0,0,315000.0,814500.0,32301.0,814500.0,0.032561,-21627,-188,-6602.0,-4641,9.0,1,1,0,1,1,0,2.0,1,1,10,0,0,0,0,0,0,0.5059979305057544,0.7676779674785909,0.6817058776720116,0.0533,0.0,1,1.0,0.0
141355,0,0,76500.0,634482.0,18549.0,454500.0,0.020713,-21878,-3050,-3702.0,-3892,9.0,1,1,0,1,0,0,1.0,3,3,7,0,0,0,0,0,0,0.5943643784815738,0.6218293366231004,0.5352762504724826,0.0688,0.0,1,1.0,1.0
343371,0,0,67500.0,359725.5,17496.0,297000.0,0.018801,-12708,-229,-1490.0,-4109,9.0,1,1,1,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.2245906871045031,0.6058660124896671,0.5352762504724826,0.0688,0.0,1,2.0,1.0
411686,0,0,99000.0,1350000.0,37255.5,1350000.0,0.01885,-19517,-2990,-3821.0,-2776,14.0,1,1,1,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.5059979305057544,0.3921029217421427,0.7662336700704004,0.06,0.0,1,3.0,0.0
362529,0,0,67500.0,608076.0,29704.5,427500.0,0.020246,-16514,-7674,-5235.0,-8,9.0,1,1,0,1,0,0,2.0,3,3,7,0,0,0,0,0,0,0.5059979305057544,0.5932032297466489,0.6626377922738201,0.0053,0.0,1,2.0,0.0
180745,0,0,112500.0,454500.0,14791.5,454500.0,0.011703,-18858,365243,-9281.0,-2398,9.0,1,0,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,0.5269945127339765,0.5933879093012109,0.5352762504724826,0.0688,0.0,1,1.0,0.0
374171,0,2,54000.0,254700.0,17019.0,225000.0,0.015221,-12868,-945,-1116.0,-2229,9.0,1,1,1,1,1,0,4.0,2,2,11,0,0,0,0,0,0,0.5059979305057544,0.6240636433450176,0.5352762504724826,0.109,0.0,1,1.0,0.0
142402,0,0,315000.0,675000.0,50467.5,675000.0,0.04622,-23191,365243,-4791.0,-4791,9.0,1,0,0,1,0,0,2.0,1,1,15,0,0,0,0,0,0,0.5059979305057544,0.6154476344855077,0.4418358231994413,0.1829,0.0,1,3.0,0.0
126828,0,0,225000.0,1117651.5,74992.5,1071000.0,0.010643,-18076,-2698,-52.0,-1574,9.0,1,1,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.6182385354843013,0.6109913280868294,0.0688,1.0,1,2.0,0.0
142881,0,0,76500.0,234000.0,18616.5,234000.0,0.019101,-17743,-4205,-79.0,-1291,18.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,1,1,0.6173379104252197,0.6748849073658882,0.3556387169923543,0.0688,0.0,1,2.0,0.0
359308,0,0,112500.0,247500.0,14206.5,247500.0,0.026392,-19340,365243,-13294.0,-2735,9.0,1,0,0,1,1,0,1.0,2,2,11,0,0,0,0,0,0,0.5059979305057544,0.6212429333855781,0.5082869913916046,0.0565,0.0,0,1.0,0.0
158897,0,0,180000.0,178290.0,19332.0,157500.0,0.008068,-8937,-245,-3793.0,-1621,17.0,1,1,0,1,0,0,1.0,3,3,5,0,0,0,0,0,0,0.5059979305057544,0.6427315294001049,0.1359510441732951,0.0688,0.0,1,1.0,1.0
223301,0,0,180000.0,1350000.0,52443.0,1350000.0,0.015221,-18671,-142,-3468.0,-2215,9.0,1,1,0,1,1,0,2.0,2,2,10,0,0,0,0,0,0,0.6275848196380552,0.4710760659591565,0.4561097392782771,0.0688,0.0,1,2.0,1.0
285816,0,0,225000.0,835380.0,40320.0,675000.0,0.00496,-11524,-869,-751.0,-755,9.0,1,1,0,1,0,0,2.0,2,2,18,0,0,0,0,0,0,0.5059979305057544,0.6978630149947208,0.7295666907060153,0.0688,0.0,1,2.0,1.0
385505,0,0,63000.0,284400.0,13833.0,225000.0,0.018634,-22980,365243,-8363.0,-4100,9.0,1,0,0,1,1,0,1.0,2,2,14,0,0,0,0,0,0,0.5059979305057544,0.1726536352899229,0.5352762504724826,0.0688,1.0,0,1.0,0.0
296715,0,0,202500.0,900000.0,23742.0,900000.0,0.072508,-19138,-3654,-5466.0,-231,7.0,1,1,1,1,1,0,1.0,1,1,13,0,0,0,0,0,0,0.5059979305057544,0.7510769279276364,0.3791004853998145,0.2333,0.0,1,3.0,0.0
245008,0,0,196200.0,585000.0,29250.0,585000.0,0.0228,-20247,-2906,-895.0,-3658,8.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.5059979305057544,0.5297939273553642,0.7180328113294772,0.0688,1.0,0,3.0,1.0
297747,0,0,189000.0,1724220.0,50544.0,1350000.0,0.006233,-14320,-161,-536.0,-1929,3.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.5059979305057544,0.8018527593328026,0.6496203111237195,0.0688,0.0,0,3.0,1.0
384574,0,2,180000.0,204858.0,16555.5,171000.0,0.031329,-13398,-3742,-7486.0,-4632,3.0,1,1,0,1,0,0,4.0,2,2,9,0,0,0,0,0,0,0.5059979305057544,0.4169810851218697,0.5919766183185521,0.3988,0.0,0,0.0,1.0
364584,0,0,157500.0,604152.0,25726.5,540000.0,0.035792,-16877,-1866,-1124.0,-404,9.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.5059979305057544,0.4914142345760145,0.5352762504724826,0.0688,0.0,1,1.0,0.0
383931,0,0,67500.0,95940.0,9472.5,90000.0,0.018634,-23192,365243,-14578.0,-4164,9.0,1,0,0,1,1,0,1.0,2,2,8,0,0,0,0,0,0,0.5059979305057544,0.4095208624012465,0.6594055320683344,0.0688,0.0,0,2.0,0.0
100175,0,1,202500.0,1251072.0,45067.5,1080000.0,0.010147,-16296,-266,-164.0,-4568,9.0,1,1,0,1,0,0,3.0,2,2,19,0,0,0,0,0,0,0.5803669462489124,0.7636485619996934,0.3296550543128238,0.0688,0.0,1,0.0,0.0
237272,1,0,360000.0,1223010.0,51948.0,1125000.0,0.0116569999999999,-19070,-1451,-993.0,-2080,9.0,1,1,0,1,0,0,1.0,1,1,17,0,0,0,0,0,0,0.5059979305057544,0.498930373629576,0.3031463744186309,0.0688,0.0,1,2.0,0.0
131558,0,0,247500.0,765000.0,20178.0,765000.0,0.009175,-15261,-725,-7600.0,-4435,9.0,1,1,0,1,1,0,1.0,2,2,20,0,0,0,0,0,0,0.5626250157625088,0.7006635620191495,0.7136313997323308,0.0904,0.0,1,1.0,0.0
348713,1,0,67500.0,276277.5,13419.0,238500.0,0.035792,-22550,365243,-8575.0,-4100,9.0,1,0,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,0.6020997903973144,0.4651469032747049,0.5352762504724826,0.0688,0.0,0,3.0,0.0
231006,0,0,67500.0,269550.0,11547.0,225000.0,0.00712,-22874,365243,-1367.0,-4812,9.0,1,0,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,0.5059979305057544,0.1621921059592286,0.7713615919194317,0.0688,0.0,0,2.0,0.0
278398,0,0,427500.0,1575000.0,43443.0,1575000.0,0.030755,-14549,-1196,-6413.0,-4696,6.0,1,1,0,1,1,0,2.0,2,2,18,0,0,0,0,0,0,0.1689930852031511,0.4960056678294886,0.237916079507114,0.0688,0.0,1,1.0,1.0
147721,0,0,180000.0,1236816.0,36292.5,1080000.0,0.035792,-20830,-1630,-6307.0,-4059,9.0,1,1,0,1,1,0,2.0,2,2,10,0,0,0,0,0,0,0.5059979305057544,0.7359467003726164,0.5744466170995097,0.0688,0.0,1,0.0,1.0
167424,1,1,270000.0,1237684.5,47272.5,1138500.0,0.008575,-10312,-765,-106.0,-2982,9.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,0,0,0.5059979305057544,0.4388075975183333,0.3328505641648731,0.2026,0.0,1,0.0,1.0
125742,0,0,180000.0,630000.0,35176.5,630000.0,0.035792,-18449,-4154,-5945.0,-2004,9.0,1,1,1,1,0,0,2.0,2,2,12,0,0,0,0,1,1,0.5059979305057544,0.3648945579612505,0.5352762504724826,0.0688,0.0,1,1.0,1.0
432449,0,0,225000.0,1012500.0,50625.0,1012500.0,0.009175,-8735,-913,-1082.0,-1397,0.0,1,1,1,1,0,0,1.0,2,2,17,0,0,0,0,1,1,0.5059979305057544,0.7638024552242119,0.7295666907060153,0.0688,0.0,0,0.0,1.0
393463,0,0,90000.0,270000.0,13500.0,270000.0,0.028663,-20661,365243,-404.0,-4198,9.0,1,0,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.6222371670671727,0.6296542331985256,0.501075160239048,0.0173,0.0,0,3.0,1.0
315550,0,0,157500.0,1268181.0,34137.0,1080000.0,0.025164,-15612,-535,-14603.0,-3048,9.0,1,1,0,1,0,0,2.0,2,2,14,0,0,0,0,0,0,0.5059979305057544,0.6170972649822761,0.7032033049040319,0.0688,1.0,1,5.0,1.0
272730,0,1,450000.0,1190340.0,63549.0,1125000.0,0.018029,-18738,-1844,-1111.0,-2083,1.0,1,1,0,1,0,0,3.0,3,3,6,0,1,1,0,1,1,0.5059979305057544,0.3137196829069543,0.7267112092725122,0.0688,0.0,0,0.0,1.0
213023,0,1,117000.0,549882.0,16078.5,459000.0,0.022625,-14244,-5709,-7018.0,-4476,9.0,1,1,1,1,1,0,2.0,2,2,13,0,0,0,0,1,1,0.4072212308286977,0.4702425114015254,0.5352762504724826,0.0,0.0,1,1.0,1.0
242149,0,0,202500.0,640080.0,31261.5,450000.0,0.018801,-16122,-2363,-235.0,-1768,9.0,1,1,0,1,0,0,1.0,2,2,10,0,0,0,0,0,0,0.6783806989627702,0.3832008614572081,0.6879328378491735,0.0688,1.0,1,1.0,0.0
223997,0,1,180000.0,396171.0,20358.0,342000.0,0.020246,-11511,-3806,-5366.0,-3946,14.0,1,1,0,1,0,0,3.0,3,3,8,0,0,0,0,0,0,0.1524095415559997,0.6981718479863079,0.4083588531230431,0.0688,0.0,1,4.0,1.0
136584,0,0,54000.0,178290.0,11034.0,157500.0,0.015221,-21091,365243,-9428.0,-4256,9.0,1,0,0,1,1,0,1.0,2,2,10,0,0,0,0,0,0,0.5059979305057544,0.4698938839504826,0.5352762504724826,0.0688,0.0,1,1.0,0.0
138030,0,0,202500.0,1350000.0,50161.5,1350000.0,0.015221,-14202,-2611,-8143.0,-3254,3.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.6200433061235522,0.746300213050371,0.0569,0.0,1,0.0,0.0
409955,0,1,180000.0,518562.0,26604.0,463500.0,0.006629,-11728,-865,-1214.0,-624,9.0,1,1,0,1,0,1,2.0,2,2,8,0,0,0,1,1,0,0.5059979305057544,0.6516687676793944,0.5352762504724826,0.0688,0.0,1,1.0,1.0
361116,0,0,180000.0,1006920.0,40063.5,900000.0,0.025164,-11468,-386,-2178.0,-2521,9.0,1,1,1,1,0,0,2.0,2,2,19,0,0,0,1,1,1,0.5059979305057544,0.6653575491349416,0.7209441499436497,0.0688,0.0,0,4.0,1.0
193339,0,3,180000.0,900000.0,29164.5,900000.0,0.015221,-14125,-3903,-681.0,-5104,1.0,1,1,0,1,0,0,5.0,2,2,9,0,0,0,1,0,1,0.1561322510123651,0.6221481082861645,0.3360615207658242,0.0688,0.0,0,3.0,1.0
181756,0,0,144000.0,348264.0,20124.0,315000.0,0.015221,-12116,-2384,-6145.0,-4660,12.0,1,1,1,1,1,1,2.0,2,2,10,0,0,0,0,1,1,0.5232031188845676,0.0626705247243966,0.5388627065779676,0.0688,0.0,1,3.0,1.0
248286,0,0,112500.0,247500.0,12375.0,247500.0,0.0105,-19716,-2937,-240.0,-1926,9.0,1,1,0,1,0,0,2.0,3,3,11,0,0,0,0,0,0,0.4821987306120959,0.6176448236634179,0.7338145369642702,0.0688,0.0,0,1.0,0.0
292990,0,0,157500.0,225000.0,11250.0,225000.0,0.00702,-20065,-1531,-4747.0,-3575,19.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.5059979305057544,0.3065755426750862,0.5352762504724826,0.0601,0.0,0,1.0,0.0
241823,0,0,292500.0,728460.0,44694.0,675000.0,0.020713,-14457,-1809,-6535.0,-4730,12.0,1,1,1,1,1,0,1.0,3,3,11,0,0,0,0,1,1,0.5059979305057544,0.1824876075306231,0.7726311345553628,0.0069,0.0,0,3.0,1.0
295187,0,0,135000.0,376920.0,19372.5,270000.0,0.04622,-13976,-204,-7140.0,-4718,9.0,1,1,0,1,1,1,1.0,1,1,12,0,0,0,0,1,1,0.5985175477221374,0.7447069652514268,0.6940926425266661,0.0688,0.0,1,1.0,0.0
393582,0,1,112500.0,550080.0,15894.0,360000.0,0.0196889999999999,-9604,-2708,-6317.0,-2025,3.0,1,1,0,1,1,0,3.0,2,2,16,0,0,0,0,0,0,0.5059979305057544,0.5952069018316639,0.7421816117614419,0.0688,1.0,0,0.0,1.0
355433,0,1,126000.0,270000.0,18040.5,270000.0,0.010966,-12766,-2053,-6440.0,-4498,23.0,1,1,0,1,0,0,3.0,2,2,16,0,0,0,1,0,1,0.3355092649232791,0.5317763310101923,0.1528662291550415,0.1316,1.0,1,2.0,0.0
174129,0,1,202500.0,225000.0,11250.0,225000.0,0.04622,-16096,-1642,-10228.0,-5087,9.0,1,1,1,1,1,0,2.0,1,1,17,0,0,0,0,0,0,0.8171741947724872,0.5905356588876173,0.6940926425266661,0.1117,0.0,0,1.0,0.0
307523,0,0,225000.0,640080.0,31261.5,450000.0,0.032561,-17341,-3439,-5400.0,-851,9.0,1,1,0,1,0,0,1.0,1,1,15,0,0,0,0,0,0,0.5059979305057544,0.6980381960009008,0.5352762504724826,0.0735,0.0,0,2.0,0.0
397629,0,0,76500.0,562491.0,27189.0,454500.0,0.0196889999999999,-11302,-3132,-3784.0,-676,9.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.2852631444359529,0.4355684762331651,0.5352762504724826,0.0688,0.0,1,1.0,0.0
291905,0,0,117000.0,495000.0,35334.0,495000.0,0.028663,-12936,365243,-4140.0,-4202,9.0,1,0,0,1,1,0,2.0,2,2,11,0,0,0,0,0,0,0.5059979305057544,0.2788480900133221,0.5352762504724826,0.0688,0.0,1,1.0,0.0
432776,0,0,90000.0,675000.0,19737.0,675000.0,0.030755,-23532,365243,-3109.0,-4886,9.0,1,0,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.5966001278003902,0.2239996474630047,0.4974688893052743,0.0688,0.0,0,1.0,1.0
233246,0,1,202500.0,781920.0,50103.0,675000.0,0.04622,-14420,-355,-8423.0,-4116,9.0,1,1,0,1,0,0,3.0,1,1,12,0,0,0,0,1,1,0.6545577836437011,0.6659513009078222,0.6722428897082422,0.0688,0.0,0,3.0,0.0
143499,0,2,292500.0,203760.0,21748.5,180000.0,0.002042,-11582,-3994,-659.0,-1525,6.0,1,1,0,1,0,0,4.0,3,3,15,0,0,0,0,0,0,0.5059979305057544,0.3670662792941445,0.2079641743053816,0.0122,0.0,1,3.0,1.0
443874,0,0,315000.0,2250000.0,59485.5,2250000.0,0.026392,-16655,-2963,-142.0,-163,3.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,1,1,0.5059979305057544,0.6016442323389415,0.6610235391308081,0.0162,5.0,1,2.0,1.0
153098,0,0,202500.0,417024.0,22752.0,360000.0,0.016612,-17819,-3108,-3957.0,-1355,2.0,1,1,0,1,1,0,2.0,2,2,11,0,0,0,0,0,0,0.7983329671677248,0.6257295196870687,0.5762088360175724,0.0688,0.0,1,1.0,0.0
252722,0,0,135000.0,942300.0,30528.0,675000.0,0.0196889999999999,-17141,-1681,-5468.0,-678,9.0,1,1,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.5059979305057544,0.6524972735769614,0.4614823912998385,0.1652,0.0,1,2.0,0.0
382726,0,0,256500.0,377649.0,13693.5,265500.0,0.007305,-21394,365243,-9686.0,-4843,9.0,1,0,0,1,0,0,1.0,3,3,14,0,0,0,0,0,0,0.3798731663328901,0.2246998276603394,0.4507472818545589,0.0543,0.0,0,4.0,0.0
400515,0,0,360000.0,948582.0,33606.0,679500.0,0.0196889999999999,-14327,-2648,-1768.0,-2918,9.0,1,1,1,1,1,0,2.0,2,2,15,0,0,0,0,1,1,0.2894391260243478,0.467819080689575,0.2567055724393002,0.0688,0.0,1,4.0,1.0
100605,0,1,229500.0,1006920.0,72778.5,900000.0,0.00823,-9920,-279,-4568.0,-1344,0.0,1,1,0,1,0,0,3.0,2,2,15,0,1,1,0,0,0,0.5059979305057544,0.6554959334572515,0.5352762504724826,0.0711,0.0,1,3.0,0.0
425493,0,0,90000.0,363190.5,22347.0,328500.0,0.006296,-15440,-2860,-9549.0,-4201,11.0,1,1,0,1,0,0,1.0,3,3,12,0,0,0,0,0,0,0.5059979305057544,0.6068785877739465,0.4241303111942548,0.0414,0.0,1,3.0,1.0
245636,0,0,247500.0,666000.0,23922.0,666000.0,0.015221,-13204,-592,-742.0,-4657,18.0,1,1,0,1,0,0,1.0,2,2,16,0,0,0,0,0,0,0.8377665387762123,0.560264293114409,0.8406665596573005,0.0688,0.0,1,1.0,0.0
349231,0,0,234000.0,814041.0,23931.0,679500.0,0.015221,-22074,-642,-11374.0,-4271,9.0,1,1,1,1,1,0,2.0,2,2,15,0,0,0,0,0,0,0.5059979305057544,0.474722658216272,0.6626377922738201,0.0275,0.0,1,0.0,1.0
453728,1,0,90000.0,417024.0,29151.0,360000.0,0.019101,-23740,365243,-875.0,-4529,9.0,1,0,0,1,0,0,1.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.0813875342103773,0.5352762504724826,0.0688,0.0,0,1.0,0.0
126024,0,1,315000.0,450000.0,22500.0,450000.0,0.018634,-13521,-4755,-1010.0,-4448,1.0,1,1,0,0,0,0,3.0,2,2,13,0,0,0,0,0,0,0.8021031998753515,0.3934224224993138,0.6479768603302221,0.0688,0.0,0,0.0,1.0
173738,0,0,135000.0,177768.0,11488.5,135000.0,0.031329,-9569,-114,-565.0,-2237,9.0,1,1,0,1,0,1,1.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.5146872054923494,0.5919766183185521,0.0401,0.0,1,0.0,1.0
199864,0,0,157500.0,552555.0,29569.5,477000.0,0.00823,-17006,-3903,-7193.0,-557,9.0,1,1,0,1,0,0,1.0,2,2,13,0,0,0,0,1,1,0.5059979305057544,0.5721497982923277,0.8193176922872417,0.0688,0.0,1,3.0,0.0
407899,0,0,162000.0,629325.0,25087.5,562500.0,0.019101,-22714,365243,-8962.0,-4013,9.0,1,0,0,1,0,0,2.0,2,2,16,0,0,0,0,0,0,0.5059979305057544,0.7256789977992185,0.746300213050371,0.0688,0.0,1,5.0,0.0
372360,0,0,180000.0,270000.0,13500.0,270000.0,0.00702,-19709,-2014,-8987.0,-2990,9.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,1,1,0.5059979305057544,0.5458276293170391,0.7862666146611379,0.0688,0.0,0,3.0,0.0
304007,0,1,157500.0,450000.0,29299.5,450000.0,0.010276,-11365,-2819,-2121.0,-3954,9.0,1,1,1,1,0,0,2.0,2,2,19,0,0,0,0,1,1,0.5059979305057544,0.4527128423538847,0.3523399726917038,0.0688,0.0,1,0.0,1.0
269900,0,0,72000.0,173196.0,10071.0,153000.0,0.010966,-19471,-202,-9085.0,-3011,9.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.5059979305057544,0.7109518909391596,0.5656079814115492,0.0688,1.0,1,2.0,0.0
274499,0,2,315000.0,1724688.0,54153.0,1575000.0,0.0072739999999999,-17338,-6875,-5644.0,-885,9.0,1,1,1,1,0,0,4.0,2,2,15,0,0,0,0,0,0,0.5059979305057544,0.644081149739283,0.5352762504724826,0.3261,0.0,1,1.0,0.0
383319,0,0,126000.0,760225.5,30280.5,679500.0,0.019101,-18896,365243,-10150.0,-14,9.0,1,0,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.4305432361502479,0.5352762504724826,0.0688,0.0,0,1.0,0.0
190329,0,0,310500.0,1152000.0,40945.5,1152000.0,0.026392,-21108,365243,-11104.0,-3790,13.0,1,0,0,1,1,0,2.0,2,2,14,0,0,0,0,0,0,0.553156476332922,0.6457436988327211,0.5352762504724826,0.1664,0.0,0,6.0,0.0
